Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Anteilsscheine
FGZ - Statuten,https://fgzzh.ch/wp-content/uploads/2023/11/FGZ-Statuten-2023.pdf,FGZ,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von je CHF 100.– und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand die Einzahlungspflicht teilweise aufschieben.
- Bei erhöhtem Eigenkapitalbedarf kann der Vorstand die Übernahme von weiteren Anteilen verlangen, maximal bis 10 % der Anlagekosten der Wohnung.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, das Mitglied erhält jährlich eine Bestätigung über die Höhe seiner Beteiligung.
- Die Anteile dürfen höchstens zum für die Befreiung von der Eidgenössischen Stempelabgabe zulässigen Zinssatz verzinst werden. Der Zinssatz wird durch die Generalversammlung festgesetzt und eine Verzinsung erfolgt nur, wenn angemessene Fondseinlagen und Abschreibungen vorgenommen sind.
- Anteile können mit Mitteln der beruflichen Vorsorge (Altersvorsorge) erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Beim Austritt werden die Pflichtanteile zurückbezahlt. Anteile, die mit Mitteln der beruflichen Vorsorge erworben wurden, sind entweder einer anderen Wohnbaugenossenschaft zu überweisen oder einer Vorsorgeeinrichtung zurückzuerstatten.

Weitere besondere Bestimmungen:
- Die Verpfändung oder Übertragung des gezeichneten Genossenschaftskapitals ist grundsätzlich untersagt.
- Die Mitgliedschaft beginnt mit der vollständigen Einzahlung des gezeichneten Pflichtanteils.
- Es gibt keine Nachschusspflicht oder Haftbarkeit des einzelnen Mitglieds über die Anteile hinaus.

Quelle: Statuten der Familienheim-Genossenschaft Zürich, Art. 5, 13, 14, 16."
Eidgenössisches Personal | BEP - Statuten,https://assets.ctfassets.net/cgk3jkn05yjg/4jWzNjrD3jsgYka7a44Re5/fd8f6cfc704b7b34e2004fd626774b5b/Statuten_gueltig_ab_241001_final.pdf,Eidgenössisches Personal | BEP,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von je CHF 100 und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand für die Genossenschaftsanteile Ratenzahlung bewilligen.
- Mitglieder, die Räumlichkeiten der Genossenschaft mieten, müssen zusätzlich zum Mitgliedschaftsanteil weitere Anteile (Wohnungsanteile) übernehmen. Der zu übernehmende Betrag ist nach Wohnungsgrösse abgestuft und beträgt maximal 20% der Anlagekosten der gemieteten Räumlichkeiten. Einzelheiten regelt der Vorstand im Vermietungsreglement.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, das Mitglied erhält jedoch jährlich eine Bestätigung über die Höhe seiner Beteiligung.
- Die Genossenschaftsanteile werden nicht verzinst.
- Für die Einzahlung weiterer Genossenschaftsanteile können auch Teilzahlungen vereinbart werden. Einzelheiten regelt der Vorstand im Vermietungsreglement.
- Es gibt keine Angaben dazu, ob die Anteile aus der Altersvorsorge bezogen werden dürfen.
- Weitere besondere Bestimmungen: Die Rückzahlung der Anteile erfolgt zum Bilanzwert des Austrittsjahres, höchstens aber zum Nennwert, und innert drei Monaten nach Beendigung der Mitgliedschaft, jedoch nicht vor der Wohnungsabgabe. Kein Rückzahlungsanspruch besteht bei Anteilen, die nach Tod oder Scheidung von Ehe- oder Lebenspartner:innen übernommen werden. Die Genossenschaft ist berechtigt, Forderungen mit Guthaben aus den Anteilen zu verrechnen.

Quelle: Statuten BEP Baugenossenschaft des eidgenössischen Personals, gültig ab 1.10.2024."
Eidgenössisches Personal | BEP - Anteilsscheine,https://assets.ctfassets.net/cgk3jkn05yjg/4LS5SUYnQGxJxixFAPZURP/d31a85529375fd46ad8ca4e2195c1c0d/BEP-Reglement_Genossenschaftsanteile.pdf,Eidgenössisches Personal | BEP,Anteilsscheine,PDF,"'- Die Anzahl und Höhe der Genossenschaftsanteile ist abhängig von der Wohnungsgrösse (z.B. 1-Zimmer: CHF 3'200, 4-Zimmer: CHF 5'000, 6-Zimmer: CHF 6'200).
- Die Anteile müssen bei Wohnungsübergabe vollumfänglich bezahlt sein, sofern nichts anderes vereinbart wurde.
- Ratenzahlung ist möglich, wenn ein schriftliches, begründetes Gesuch mit Steuerveranlagung eingereicht wird. Die erste Rate beträgt mindestens einen Bruttomietzins, die Anteile müssen spätestens 12 Monate nach Mietbeginn voll bezahlt sein. Für die Ratenzahlung wird eine Umtriebsentschädigung von CHF 50 erhoben.
- Bei Zahlungsverzug drohen Mahnungen, Ausschluss aus der Genossenschaft und Wohnungskündigung.
- AHV- und IV-Bezüger mit Anspruch auf Ergänzungsleistungen können bei der Wohngemeinde ein Gesuch auf Übernahme der Kosten stellen.
- Die Genossenschaftsanteile können nicht verpfändet werden.
- Rückzahlung erfolgt innerhalb von 3 Monaten nach Austritt zum Bilanzwert, maximal zum Nennwert.
- Keine Angaben zur Verzinsung oder zum Bezug aus der Altersvorsorge."
Zurlinden - Statuten,https://www.bgzurlinden.ch/mm/Statuten_BGZ_per_01.06.2025.pdf,Zurlinden,Statuten,PDF,"'- Die Anteilscheine lauten auf einen Nennwert von je CHF 1’000.00 und müssen voll einbezahlt werden. Das Genossenschaftskapital ist in der Höhe unbeschränkt.
- Die Anteilscheine werden nur buchmässig geführt, es werden keine Urkunden ausgegeben.
- Die ordentliche Generalversammlung bestimmt jährlich den Zinssatz für die Verzinsung des Anteilscheinkapitals. Die Verzinsung darf den landesüblichen Zinssatz für langfristige Darlehen ohne besondere Sicherheiten und den für die Befreiung von der eidgenössischen Stempelabgabe zulässigen Höchstzinssatz nicht überschreiten. Die Genossenschaft beabsichtigt eine Verzinsung, die mindestens dem Referenzzinssatz entspricht.
- Eine Verzinsung erfolgt nur, wenn angemessene Einlagen in die gesetzlichen, statutarischen und übrigen Fonds sowie Abschreibungen vorgenommen worden sind.
- Die Anteilscheine werden jeweils ab dem ersten Tag des auf die Einzahlung folgenden Monats verzinst. Nicht einbezahlte Beträge werden nicht verzinst.
- Die Rückzahlung des Anteilscheinkapitals erfolgt zum Bilanzwert des Austrittsjahres, höchstens aber zum Nennwert, und in der Regel innert eines Monats nach Genehmigung der Jahresrechnung und Festlegung des Zinssatzes durch die Generalversammlung.
- Die Rückzahlung kann bei finanziellen Engpässen der Genossenschaft bis zu drei Jahre hinausgeschoben werden, bei freiwilligem Anteilscheinkapital maximal 18 Monate.
- Die Statuten enthalten keine Bestimmungen zur Ratenzahlung der Anteilscheine.
- Es gibt keine Bestimmungen zum Bezug der Anteilscheine aus der Altersvorsorge (z.B. Pensionskasse oder Säule 3a).
- Weitere besondere Bestimmungen: Ein einzelnes Mitglied oder verbundene Mitglieder dürfen maximal 20 % des Genossenschaftskapitals halten. Jede Verpfändung oder Belastung von Anteilscheinen ist ausgeschlossen. Anteilscheine und Mitgliedschaft sind grundsätzlich untrennbar verbunden und nicht übertragbar, ausser in bestimmten, genau geregelten Ausnahmefällen (z.B. Erbgang, Übertragung an kontrollierte Gesellschaft, etc.)."
Wiedikon - Statuten,https://admin.bgwiedikon.ch/assets/uploads/2013_Statuten.pdf,Wiedikon,Statuten,PDF,"- Die Genossenschaftsanteile lauten auf einen Nennwert von Fr. 100.- und 500.-. Die Höhe des Anteils richtet sich nach der Anzahl der gemieteten Zimmer und wird auf Antrag des Vorstandes durch die Generalversammlung festgesetzt.
- Die Mitgliedschaft beginnt mit der vollständigen Einzahlung des Genossenschaftsanteils.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben. Das Genossenschaftsmitglied erhält eine Bestätigung über die Höhe seiner Beteiligung.
- Es gibt keine Bestimmung zur Verzinsung der Anteile, sie werden also nicht verzinst.
- Es gibt keine Angaben zur Ratenzahlung oder zur Finanzierung aus der Altersvorsorge.
- Beim Austritt wird der Wert des Genossenschaftsanteils nach Massgabe des bilanzmässigen Reinvermögens, höchstens aber zum Nominalwert, zurückvergütet. Der Vorstand kann die Rückzahlung auf bis zu 3 Jahre aufschieben, wenn die Finanzlage dies erfordert.

Weitere besondere Bestimmungen sind nicht enthalten."
Werdmühle | BGW - Statuten,https://www.bg-werdmuehle.ch/files/Geschaeftsberichte/Statuten_2022.pdf,Werdmühle | BGW,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von CHF 1’000 und müssen voll einbezahlt werden. Für Wohnungsanteile kann der Vorstand Ratenzahlung bewilligen. Die Mitgliedschaft beginnt erst nach vollständiger Einzahlung der Anteile (Art. 7, Art. 15).
- Die Höhe der zusätzlich zu übernehmenden Wohnungsanteile richtet sich nach den Anlagekosten der Wohnung und kann bis zu 20% der Anlagekosten betragen (Art. 15).
- Eine Verzinsung der Genossenschaftsanteile findet nur nach vollständiger Einzahlung statt und nur, wenn das Geschäftsergebnis dies gestattet. Die Generalversammlung bestimmt jährlich den Zinssatz, maximal jedoch 6% und im Rahmen der gesetzlichen Vorgaben (Art. 15, Art. 17).
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden. Der Vollzug wird durch ein Reglement des Vorstands geregelt (Art. 16).
- Bei Austritt werden Anteile, die mit Mitteln der beruflichen Vorsorge erworben wurden, entweder an eine andere Wohnbaugenossenschaft überwiesen, an eine Vorsorgeeinrichtung zurückerstattet oder nach Erreichen des Rentenalters an das Mitglied selbst ausbezahlt (Art. 18).
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, das Mitglied erhält jährlich eine Bestätigung über die Höhe seiner Beteiligung (Art. 15).
- Die Rückzahlung der Anteile erfolgt zum Bilanzwert, höchstens zum Nennwert, und kann bei kurzer Mitgliedschaft um eine Umtriebsentschädigung gekürzt werden. Die Auszahlung kann bis zu drei Jahre aufgeschoben werden (Art. 18).
- Eine Verpfändung oder Übertragung der Anteile an Nichtmitglieder ist ausgeschlossen (Art. 13)."
Waidmatt - Anteilsscheine,https://www.waidmatt.ch/index.php/download_file/view/185/192/,Waidmatt,Anteilsscheine,PDF,"Das verlinkte Dokument konnte nicht gelesen werden oder ist ungültig. Es sind daher keine Angaben zu Bestimmungen bei Anteilsscheinen, Verzinsung, Höhe, Zahlungsmodalitäten, Bezug aus Altersvorsorge oder weiteren besonderen Bestimmungen enthalten."
Waidmatt - Statuten,https://www.waidmatt.ch/index.php/download_file/view/1295/192/,Waidmatt,Statuten,PDF,"Das verlinkte Dokument konnte nicht gelesen werden oder ist ungültig. Es sind daher keine Angaben zu Bestimmungen bei Anteilsscheinen, Verzinsung, Höhe, Zahlungsmodalitäten oder Bezug aus der Altersvorsorge möglich."
Gewo Züri Ost - Statuten,https://www.gewo.ch/view/data/9936/2025-05-08%20Statuten_signed.pdf,Gewo Züri Ost,Statuten,PDF,"- Es gibt vier Arten von Anteilen: Stammanteile zu CHF 100, Mieteranteile zu CHF 500, Investitionsanteile zu CHF 10'000, Förderanteile zu CHF 50.
- Jedes Mitglied muss einen Stammanteil erwerben. Für Wohnobjekte müssen Mieteranteile im Umfang von 2% bis 6% des anteiligen Anlagewerts übernommen werden. Die genaue Höhe legt der Vorstand fest.
- Stammanteile und Förderanteile werden nicht verzinst. Die Verzinsung der Mieter- und Investitionsanteile wird von der Generalversammlung festgelegt, darf aber den für die Befreiung von der eidgenössischen Stempelabgabe zulässigen Zinssatz nicht übersteigen.
- Stammanteile werden nicht zurückbezahlt. Die Rückzahlung der Mieteranteile erfolgt zum Nominalwert spätestens 3 Monate nach Abnahme des Mietobjekts, kann aber bei begründetem Anlass bis zu 2 Jahre verzögert werden.
- Die Rückzahlung von Anteilen, die mit Mitteln der beruflichen Vorsorge erworben wurden, erfolgt nach Weisung des bisherigen Mitglieds entweder an eine andere Wohnbaugenossenschaft, an eine Einrichtung der beruflichen Vorsorge oder nach Erreichen des Rentenalters an das Mitglied selbst.
- Es werden keine Anteilscheine ausgegeben, das Mitglied erhält jährlich einen Kapital- und Zinsausweis.
- In Härtefällen kann die Einzahlungsverpflichtung ganz oder teilweise aufgeschoben werden.
- Die teilweise Deckung der Einlagen mit Mitteln der beruflichen Vorsorge ist möglich; Details regelt der Vorstand.
- Eine Ratenzahlung ist nicht explizit erwähnt, aber ein Aufschub in Härtefällen ist möglich.
- Für die Verbindlichkeiten der Genossenschaft haftet nur das Genossenschaftsvermögen, keine Nachschusspflicht für Mitglieder.
- Weitere besondere Bestimmungen: Anteile dürfen nicht verpfändet oder an Nichtmitglieder übertragen werden. Die Übertragung ist nur zwischen Mitgliedern und mit Zustimmung des Vorstands möglich.

Quelle: Statuten der Wohnbaugenossenschaft Gewo Züri Ost, Fassung vom 08. Mai 2025."
Vrenelisgärtli - Statuten,https://vrenelisgaertli.ch/assets/statuten_juni-2025.pdf,Vrenelisgärtli,Statuten,PDF,"- Ein Genossenschaftsanteil hat einen Nennwert von Fr. 500.- und ist voll einzuzahlen. Die Höhe der Pflichtanteile pro Mieter/Mieterin wird vom Vorstand festgesetzt und beträgt maximal 7,5% des Anlagewertes der Wohnung.
- Die Mitgliedschaft beginnt mit der vollständigen Einzahlung der gezeichneten Genossenschaftsanteile.
- Die Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge erworben werden. Der Vorstand regelt den Vollzug in einem Reglement.
- Für die Genossenschaftsanteile werden keine Anteilscheine ausgegeben, die Einzahlungen werden jedoch schriftlich bestätigt.
- Die Genossenschaftsanteile dürfen nur verzinst werden, wenn das Rechnungsergebnis dies gestattet und die gesetzlich und statutarisch vorgeschriebenen Fondseinlagen und Abschreibungen vorgenommen wurden. Die Generalversammlung bestimmt alljährlich den Zinssatz, wobei der landesübliche Zinssatz für langfristige Darlehen, der für die Befreiung von der Eidg. Stempelabgabe zulässige Zinssatz in der Höhe von 6% und allfällige in den Bestimmungen der Wohnbauförderung enthaltene Grenzen nicht überschritten werden dürfen.
- Die Anteile werden vom Beginn des der Einzahlung folgenden Monats bis zum Ende des der Auszahlung vorhergehenden Monats verzinst.
- Die Rückzahlung von Anteilen, die mit Mitteln der beruflichen Vorsorge erworben wurden, hat nach Weisung des bisherigen Mitglieds zu seinen Gunsten entweder an eine Wohnbaugenossenschaft, bei der es nun eine Wohnung selbst dauernd bewohnt, oder an eine Einrichtung der beruflichen Vorsorge oder – nach Erreichen des Rentenalters – an das bisherige Mitglied selbst zu erfolgen.
- Es gibt keine Nachschusspflicht oder Haftbarkeit des einzelnen Mitgliedes.
- Es steht nichts zu Ratenzahlungen der Genossenschaftsanteile in den Statuten.
- Weitere besondere Bestimmungen: Für die Genossenschaftsanteile werden keine Anteilscheine ausgegeben, die Einzahlungen werden jedoch schriftlich bestätigt. Die Höhe der Pflichtanteile ist abhängig von der Grösse der gemieteten Räumlichkeiten und dem Finanzierungsbedarf."
St. Jakob | BGSJ - Anteilsscheine,https://bgsj.ch/wp-content/uploads/2018/03/Statuten-Ratenzahlung-GAK-Reglement-27.4.15.pdf,St. Jakob | BGSJ,Anteilsscheine,PDF,"- Die Genossenschaftsanteile haben einen Nennwert von CHF 500.00 pro Anteil.
- Die Anzahl zu erwerbender Anteile hängt von der Zimmerzahl der Wohnung ab.
- In der Regel müssen die Anteile bei Wohnungsübergabe voll bezahlt sein.
- Es ist möglich, auf schriftliches und begründetes Gesuch hin, die Anteile in Raten zu bezahlen. Dem Gesuch ist eine Kopie der aktuellen Steuerrechnung beizulegen.
- Als Mindesterwerb gilt der Gegenwert von 1 Monatsbruttomietzins, aufgerundet auf die nächsten CHF 500.00.
- Die Verwaltung kann eine Ratenzahlung bewilligen, wobei spätestens innert 12 Monaten alle Anteile bezahlt sein müssen.
- Die erste Rate ist bei Mietantritt zu zahlen. Bei Zahlungsverzug wird der Restbetrag sofort fällig, und es folgen Mahnungen mit der Androhung von Ausschluss und Wohnungskündigung.
- Es finden sich keine Angaben zur Verzinsung der Anteile, zum Bezug aus der Altersvorsorge oder zu weiteren besonderen Bestimmungen."
St. Jakob | BGSJ - Anteilsscheine,https://bgsj.ch/wp-content/uploads/2018/03/Statuten-Ratenzahlung-GAK-Reglement-27.4.15.pdf,St. Jakob | BGSJ,Anteilsscheine,PDF,"- Die Genossenschaftsanteile haben einen Nennwert von CHF 500.00 pro Anteil.
- Die Anzahl zu erwerbender Anteile hängt von der Anzahl Zimmer der zu mietenden Wohnung ab.
- In der Regel müssen die Anteile bei der Wohnungsübergabe voll einbezahlt sein.
- Es ist möglich, auf schriftliches und begründetes Gesuch hin, die Anteile in Raten zu bezahlen. Dem Gesuch ist eine Kopie der aktuellen Steuerrechnung beizulegen.
- Als Mindesterwerb gilt der Gegenwert von 1 Monatsbruttomietzins, aufgerundet auf die nächsten CHF 500.00.
- Die Verwaltung kann die Ratenzahlung bewilligen, alle Anteile müssen spätestens innert 12 Monaten bezahlt sein.
- Die erste Ratenzahlung erfolgt bei Mietantritt.
- Bei Zahlungsverzug wird der Restbetrag sofort fällig, es folgen Mahnungen und im schlimmsten Fall der Ausschluss aus der Genossenschaft und die Kündigung der Wohnung.
- Es finden sich keine Angaben zur Verzinsung der Anteile, zum Bezug aus der Altersvorsorge oder zu weiteren besonderen Bestimmungen."
St. Jakob | BGSJ - Statuten,https://bgsj.ch/wp-content/uploads/2018/03/Statutenaenderung_30416.pdf,St. Jakob | BGSJ,Statuten,PDF,"Im verlinkten Dokument finden sich keine Bestimmungen zu Anteilsscheinen, deren Verzinsung, Höhe, Zahlungsmodalitäten, Bezug aus der Altersvorsorge oder weiteren besonderen Bestimmungen."
St. Jakob | BGSJ - Statuten,https://bgsj.ch/wp-content/uploads/2018/03/Statuten-4.5.13.pdf,St. Jakob | BGSJ,Statuten,PDF,"Die Bestimmungen zu Anteilsscheinen finden sich in den Statuten der Baugenossenschaft St. Jakob wie folgt:

- Die Genossenschaftsanteile (Anteilsscheine) sind im Abschnitt ""4. Finanzielle Bestimmungen"" geregelt, insbesondere in den Artikeln 15 bis 18.
- Zur Verzinsung: Die Verzinsung der Genossenschaftsanteile ist in Art. 17 geregelt. Es steht dort, dass die Generalversammlung jährlich über die Verzinsung der Genossenschaftsanteile beschliesst. Ein Anspruch auf Verzinsung besteht nicht.
- Zur Höhe: Die Höhe der Genossenschaftsanteile wird in Art. 15 festgelegt. Die Generalversammlung bestimmt die Höhe der Genossenschaftsanteile.
- Zur Zahlung: In Art. 16 steht, dass die Genossenschaftsanteile bei Eintritt in die Genossenschaft zu liberieren (einzuzahlen) sind. Die Generalversammlung kann Ratenzahlungen zulassen.
- Bezug aus Altersvorsorge: In den Statuten gibt es keine Bestimmungen zum Bezug der Genossenschaftsanteile aus der Altersvorsorge.
- Weitere besondere Bestimmungen: Es gibt keine weiteren besonderen Bestimmungen zu Anteilsscheinen, die über die oben genannten hinausgehen.

Quelle: Statuten der Baugenossenschaft St. Jakob, Zürich, 4. Mai 2013, Art. 15-18."
Sonnengarten | BGS - Statuten,https://www.bg-sonnengarten.ch/sites/default/files/Statuten_Doppelseiten.pdf,Sonnengarten | BGS,Statuten,PDF,"Ich kann das angegebene Dokument leider nicht aufrufen und durchsuchen. Bitte stelle sicher, dass die URL korrekt und öffentlich zugänglich ist."
Schönau - Statuten,https://www.bsz-schoenau.ch/wp-content/uploads/2024/02/Statuten_20240109.pdf,Schönau,Statuten,PDF,"'- Die Genossenschaftsanteile bestehen aus Anteilscheinen zu je CHF 100. Mieter*innen müssen so viele Anteilscheine übernehmen, wie es der Finanzierungsplan vorsieht, maximal 20% der Anlagekosten der gemieteten Räumlichkeiten. Die Einzahlung kann in Raten erfolgen, wenn der Vorstand dies bewilligt.
- Die Genossenschaftsanteile dürfen nur verzinst werden, wenn das Rechnungsergebnis dies erlaubt. Die Generalversammlung bestimmt jährlich den Zinssatz, der den landesüblichen Zinssatz für langfristige Darlehen ohne besondere Sicherheit nicht überschreiten darf. Ein Zinsanspruch besteht nur auf den einbezahlten Betrag.
- Die Mitgliedschaft beginnt mit der vollständigen Einzahlung der erforderlichen Genossenschaftsanteile bzw. bei Ratenzahlung mit Bezahlung der ersten Rate.
- Die Anteilscheine dürfen nicht verpfändet werden.
- Es gibt keine Angaben dazu, ob die Anteile aus der Altersvorsorge (z.B. Pensionskasse) bezogen werden dürfen.
- Weitere besondere Bestimmungen: Ausscheidende Mitglieder haben nur Anspruch auf Rückzahlung der einbezahlten Anteile, nicht auf das Genossenschaftsvermögen. Die Rückzahlung erfolgt zum Bilanzwert des Austrittsjahres, höchstens aber zum Nennwert, nach Genehmigung der Jahresrechnung durch die Generalversammlung. Bei ausserordentlichen Verhältnissen kann die Rückzahlung bis zu 3 Jahre hinausgeschoben werden, mit Anspruch auf Verzinsung während dieser Zeit."
Schönheim - Statuten,https://schönheim.ch/wp-content/uploads/2024/06/Statuten_web_240603.pdf,Schönheim,Statuten,PDF,"'- Die Genossenschaftsanteile lauten auf einen Nennwert von je 1'000 Franken und müssen voll einbezahlt werden. Ausnahmsweise kann der Vorstand für die Wohnungsanteile Ratenzahlung bewilligen.
- Mitglieder, die Räumlichkeiten mieten, müssen zusätzlich zum Mitgliedschaftsanteil weitere Anteile (Wohnungsanteile) übernehmen. Der zu übernehmende Betrag richtet sich nach Zimmerzahl und Anlagekosten, maximal 10% der Anlagekosten der gemieteten Räumlichkeiten.
- Die Genossenschaftsanteile werden nicht verzinst.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben; die Höhe der Beteiligung wird im Mietvertrag erwähnt.
- Genossenschaftsanteile können mit Mitteln der beruflichen Vorsorge (Pensionskasse) erworben werden. Der Vorstand regelt den Vollzug im Finanzreglement.
- Bei Austritt: Anteile, die mit Mitteln der beruflichen Vorsorge erworben wurden, sind entweder einer anderen Wohnbaugenossenschaft zu überweisen (bei erneutem Erwerb von Wohnraum) oder einer Vorsorgeeinrichtung zurückzuerstatten.
- Die Rückzahlung der Anteile erfolgt zum Bilanzwert des Austrittsjahres, maximal zum Nennwert. Bei Mitgliedschaft unter zwei Jahren kann eine Umtriebsentschädigung von max. 20% abgezogen werden.
- Jede Verpfändung, Belastung oder Übertragung von Genossenschaftsanteilen ist ausgeschlossen.

Quelle: Statuten Baugenossenschaft Schönheim, Art. 15–17."
Rotach - Statuten,https://www.rotach.ch/files/pdf1/statuten_10-v1.pdf,Rotach,Statuten,PDF,"Ich kann das angegebene Dokument leider nicht abrufen. Bitte stelle sicher, dass die URL korrekt ist oder stelle das Dokument auf eine andere Weise zur Verfügung."
Oberstrass | BGO - Statuten,https://www.bgoberstrass.ch/images/Downloads/Statuten_und_Reglemente/BGO_Statuten.pdf,Oberstrass | BGO,Statuten,PDF,"'- Die Anteile müssen in vollem Umfang einbezahlt werden. Die Nennwerte betragen CHF 1'000, 2'000 und 5'000. Es gibt zwei Kategorien: Mitgliedschaftsanteil (CHF 3'000, Voraussetzung für Mitgliedschaft) und Wohnrechtsanteil (zusätzlich, abhängig vom Wohnraum, Höhe wird von der Generalversammlung festgelegt). Es werden keine Anteilscheine ausgegeben, aber eine jährliche Bestätigung über die Beteiligung wird ausgestellt.
- Die Generalversammlung kann bei erhöhtem Eigenkapitalbedarf weitere Anteile verlangen.
- Die Verzinsung des Genossenschaftskapitals wird von der Generalversammlung festgelegt, maximal bis zum für die Befreiung von der Eidgenössischen Stempelabgabe zulässigen Zinssatz. Die Anteile sind ab dem ersten Tag des Monats nach Einzahlung verzinslich.
- Die Mitgliedschaft beginnt mit der vollständigen Einzahlung der gezeichneten Anteile.
- Es gibt keine Angabe, dass die Anteile in Raten bezahlt werden dürfen.
- Es gibt keine Angabe, dass die Anteile aus der Altersvorsorge bezogen werden dürfen.
- Weitere Bestimmungen: Bei Austritt werden die einbezahlten Anteile (ohne Reserven und Fondseinlagen) zum Bilanzwert, höchstens zum Nennwert, zurückbezahlt. Die Auszahlung erfolgt ein Jahr nach Erlöschen der Mitgliedschaft, kann aber bei Bedarf auf bis zu drei Jahre hinausgeschoben werden. Die Verzinsung der Anteile austretender Mitglieder erfolgt pro rata temporis. Die Übertragung von Anteilen auf andere Personen bedarf der schriftlichen Zustimmung des Vorstands."
Mehr als Wohnen - Statuten,https://www.mehralswohnen.ch/fileadmin/user_upload/20240604_maw_Statuten.pdf,Mehr als Wohnen,Statuten,PDF,"'- Genossenschaftsanteile lauten auf einen Nennwert von je CHF 500 und müssen voll einbezahlt werden. Mitglieder, die Wohn-, Arbeits- oder Gewerberäume mieten, müssen weitere Genossenschaftsanteile (Mietanteile) übernehmen, maximal 6 % der Anlagekosten der gemieteten Räumlichkeiten. Freiwillig kann mehr gezeichnet werden.
- In Härtefällen kann die Solidaritätskommission Ratenzahlungen sistieren oder das Anteilkapital durch bestehendes freiwilliges Anteilkapital decken.
- Für Genossenschaftsanteile werden keine Anteilscheine ausgegeben, das Mitglied erhält jährlich eine Bestätigung über die Höhe seiner Beteiligung.
- Genossenschaftsanteile können teilweise mit Mitteln der beruflichen Vorsorge erworben werden. Der Vorstand regelt den Vollzug im Reglement Anteilkapital.
- Eine Verzinsung der Genossenschaftsanteile ist möglich, wenn angemessene Einlagen in die Fonds und Abschreibungen vorgenommen sind. Die Generalversammlung bestimmt jährlich den Zinssatz, der in der Regel unter dem Referenzzinssatz des Bundesamts für Wohnungswesen liegen muss und maximal 6 % betragen darf. Nicht einbezahlte Beträge werden nicht verzinst.
- Bei Austritt werden Anteile, die mit Mitteln der beruflichen Vorsorge erworben wurden, entweder einer anderen Wohnbaugenossenschaft überwiesen oder der Vorsorgeeinrichtung zurückerstattet. Bei Erreichen des Rentenalters erfolgt die Auszahlung an das Mitglied selbst.
- Für Genossenschaftsanteile, die mit Mitteln der beruflichen Vorsorge erworben wurden, besteht kein Rückzahlungsanspruch an das Mitglied selbst vor Rentenalter oder Wechsel zu einer anderen Genossenschaft.
- Weitere Einzelheiten regelt der Vorstand im Reglement Anteilkapital.

Quelle: Statuten Baugenossenschaft mehr als wohnen, Stand 4. Juni 2024."
Mehr als Wohnen - Anteilsscheine,https://www.mehralswohnen.ch/fileadmin/downloads/Genossenschaft/20210726_maw_Reglement_Anteilkapital.pdf,Mehr als Wohnen,Anteilsscheine,PDF,"Im verlinkten Reglement zu Anteilkapital der Genossenschaft wird auf die Statuten Art. 15–17 und 19 verwiesen. Es sind im Dokument selbst keine konkreten Angaben zu Verzinsung, Höhe, Zahlungsmodalitäten, Ratenzahlung, Bezug aus Altersvorsorge oder weiteren besonderen Bestimmungen enthalten."
