Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Zusammenleben
GBMZ - Statuten,https://cms.gbmz.ch/uploads/GBMZ_Statuten_Mai_2025_DEF_121da5c906.pdf,GBMZ,Statuten,PDF,"Die Genossenschaft fördert eine gute soziale Durchmischung und ein gutes Zusammenleben wie folgt:

1. Soziale Durchmischung:
- Im Zweckartikel (Art. 3) wird explizit das Zusammenleben verschiedener Gesellschaftsgruppen und die Förderung gesellschaftlicher Verantwortung und Solidarität genannt.
- Die Vermietung erfolgt nach einem Vermietungsreglement, das vom Vorstand erlassen und von der Generalversammlung beschlossen wird (Art. 4). Es gibt keine expliziten Quoten für Altersgruppen oder Einkommensschichten, aber die Statuten betonen preisgünstigen und nachhaltigen Wohnraum sowie die dauerhafte Entziehung von Wohnungen der Spekulation.
- Die Genossenschaft achtet auf hohe Nutzungsflexibilität der Wohnungen, behindertengerechtes Bauen und angemessene Aussenräume (Art. 5), was auch älteren Menschen, Familien und Menschen mit besonderen Bedürfnissen zugutekommt.
- Bei grösseren Umbauten und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und die bisherigen Mieter:innen werden bevorzugt berücksichtigt (Art. 5 Abs. 4).
- Die Belegungsvorschriften (Art. 4 Abs. 8) sorgen dafür, dass Wohnungsgrösse und Bewohnerzahl in einem angemessenen Verhältnis stehen, was Familien und Einzelpersonen berücksichtigt.

2. Gutes Zusammenleben:
- Es bestehen Siedlungskommissionen (SiKos) in den Wohnsiedlungen, die von den Siedlungsversammlungen gewählt werden (Art. 36). Diese Kommissionen fördern das Zusammenleben und vertreten die Interessen der Bewohner:innen.
- Die Aufgaben und Details der Siedlungskommissionen werden in einem separaten Reglement geregelt.
- Es gibt einen Solidaritätsfonds (Art. 22), der durch Beiträge der Mitglieder und Unterbelegungsbeiträge geäufnet wird. Dieser Fonds dient sozialen und ökologischen Vorhaben im Interesse der Genossenschaft.
- Mitglieder von Kommissionen erhalten Sitzungsgelder und können Auslagen ersetzt bekommen (Art. 23).
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3 Abs. 2g).
- Räumlichkeiten werden nicht explizit erwähnt, aber die Förderung von Aktivitäten und die Existenz von Siedlungskommissionen deuten darauf hin, dass gemeinschaftliche Nutzung möglich ist.
- Ob es ausgebildete Fachpersonen gibt, ist in den Statuten nicht explizit geregelt.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnstrebig.
- Die Mitgliedschaft steht grundsätzlich allen handlungsfähigen Personen offen, die eine Wohnung mieten (Art. 7).
- Die Statuten betonen die ideelle und materielle Unterstützung von Bestrebungen für gutes Wohnen (Art. 3 Abs. 2h).

Quelle: Statuten der Gemeinnützigen Bau- und Mietergenossenschaft Zürich, Mai 2025."
FGZ - Statuten,https://fgzzh.ch/wp-content/uploads/2023/11/FGZ-Statuten-2023.pdf,FGZ,Statuten,PDF,"Die FGZ-Genossenschaft sorgt laut Statuten wie folgt für soziale Durchmischung und gutes Zusammenleben:

1. Soziale Durchmischung:
- Die Genossenschaft vermietet Wohnobjekte in erster Linie an Familien mit Kindern (Art. 41).
- Es wird eine sozial gerechte Mietzinspolitik verfolgt, die dem Einkommen und Vermögen der Mieterschaft Rechnung trägt (Solidaritätsprinzip).
- Mindestens zwei Drittel aller Wohnobjekte sind für Personen/Haushalte mit Einkommen und Vermögen in den unteren vier Stufen vorgesehen (Art. 42). Damit wird eine Mischung von Menschen mit hohem, mittlerem und tiefem Einkommen angestrebt.
- Es gibt Regelungen zur Unterbesetzung von Familienwohnungen, um sicherzustellen, dass große Wohnungen nicht dauerhaft von zu wenigen Personen bewohnt werden (Art. 43).
- Für Haushalte mit sehr guten finanziellen Verhältnissen wird ein Solidaritäts-Mehrzins erhoben (Art. 44).
- Die Statuten erwähnen keine expliziten Quoten für ältere Menschen oder junge Erwachsene, aber die Durchmischung soll in möglichst vielen Siedlungen ausgewogen sein.

2. Gutes Zusammenleben:
- Es gibt Vertrauensleuteversammlungen und Mieter/innen-Versammlungen als Konsultativorgane (Art. 39, 40). Vertrauensleute unterstützen gemeinschaftsfördernde Anlässe, sind Kontaktpersonen für Neumieter/innen und nehmen Anliegen der Mieterschaft auf.
- Der Vorstand kann Kommissionen einsetzen, deren Aufgaben im Organisationsreglement festgelegt werden (Art. 32).
- Es gibt einen Solidaritätsfonds für soziale und ökologische Vorhaben sowie einen Mietzinsausgleichsfonds für soziale Mietzinsanpassungen (Art. 17).
- Ein Hilfsfonds bietet ergänzende Sozialhilfe in besonderen Notlagen (Art. 18).
- Die Statuten regeln nicht explizit, ob ausgebildete Fachpersonen für das Zusammenleben angestellt sind, aber es gibt eine Sozialberatung und Altersbetreuung, auf die Vertrauensleute aufmerksam machen können.
- Die Bereitstellung von Räumlichkeiten für gemeinschaftliche Zwecke ist nicht explizit geregelt, aber gemeinschaftsfördernde Anlässe werden unterstützt.

Weitere Informationen:
- Die Genossenschaft informiert die Mitglieder periodisch über ihre Tätigkeiten (Art. 35).
- Die Aufgaben und Befugnisse der Organe werden im Organisationsreglement weiter geregelt (Art. 36).

Quelle: https://fgzzh.ch/wp-content/uploads/2023/11/FGZ-Statuten-2023.pdf"
Eidgenössisches Personal | BEP - Statuten,https://assets.ctfassets.net/cgk3jkn05yjg/4jWzNjrD3jsgYka7a44Re5/fd8f6cfc704b7b34e2004fd626774b5b/Statuten_gueltig_ab_241001_final.pdf,Eidgenössisches Personal | BEP,Statuten,PDF,"Die Genossenschaft BEP fördert eine gute soziale Durchmischung und ein gutes Zusammenleben durch folgende Massnahmen:

1. Gute soziale Durchmischung:
- Die Genossenschaft hat den Zweck, Wohnraum für alle Bevölkerungskreise anzubieten, insbesondere für Mitarbeitende der öffentlichen Hand, aber nicht ausschliesslich (Art. 3 Abs. 1).
- Sie fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und gegenseitiger Solidarität (Art. 3 Abs. 2).
- Die Vermietung erfolgt nach einem Vermietungsreglement, das vom Vorstand erlassen wird (Art. 4 Abs. 1). Die Details zur sozialen Durchmischung (z.B. Altersgruppen, Einkommensschichten, Familien, junge Erwachsene) werden dort geregelt.
- Es gibt Belegungsvorschriften, die sicherstellen, dass Wohnungsgrösse und Zahl der Benutzer:innen in einem angemessenen Verhältnis stehen (Art. 5 Abs. 8).
- Bei Umbauten und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und es werden Umsiedlungsobjekte angeboten (Art. 5 Abs. 10).

2. Gutes Zusammenleben:
- Es gibt eine Kommission Kultur & Soziales (KuSo), die das genossenschaftliche Zusammenleben und die Beteiligung der Bewohner:innen fördert und unterstützt (Art. 35).
- Die KuSo koordiniert und unterstützt die Tätigkeiten der Siedlungskommissionen, organisiert Anlässe und Projekte und ist Bindeglied zwischen Bewohner:innen, Geschäftsstelle und Vorstand (Art. 35 Abs. 2).
- Die KuSo verfügt über ein eigenes Budget, das vom Vorstand bewilligt wird (Art. 35 Abs. 4).
- Es gibt Siedlungskommissionen, die von den Bewohner:innen gewählt werden und als Bindeglied zwischen Bewohner:innen und Genossenschaftsorganen fungieren. Sie fördern das Zusammenleben und organisieren Aktivitäten (Art. 37).
- Die Siedlungskommissionen und die KuSo werden durch die Genossenschaft unterstützt, auch finanziell (Art. 35 Abs. 4, Art. 21 Sozialfonds).
- Es gibt einen Sozialfonds, der durch Beiträge der Mitglieder und andere Quellen gespiesen wird und der Finanzierung von genossenschaftlichen Aktivitäten, sozialen Anliegen und Mietzinsausfällen dient (Art. 21).
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber die Organisation und Unterstützung durch Kommissionen und Geschäftsstelle ist geregelt.
- Die Bereitstellung von Räumlichkeiten für Aktivitäten wird nicht explizit in den Statuten erwähnt, ist aber durch die Aufgaben der Siedlungskommissionen und der KuSo implizit möglich.

Weitere Details und konkrete Ausgestaltungen (z.B. wie die soziale Durchmischung im Detail umgesetzt wird, welche Aktivitäten gefördert werden, wie Räumlichkeiten genutzt werden können) sind in den jeweiligen Reglementen geregelt, auf die die Statuten mehrfach verweisen."
Eidgenössisches Personal | BEP - Anteilsscheine,https://assets.ctfassets.net/cgk3jkn05yjg/4LS5SUYnQGxJxixFAPZURP/d31a85529375fd46ad8ca4e2195c1c0d/BEP-Reglement_Genossenschaftsanteile.pdf,Eidgenössisches Personal | BEP,Anteilsscheine,PDF,"Das Reglement der Genossenschaftsanteile der BEP regelt hauptsächlich die finanziellen Bedingungen für den Erwerb und die Rückzahlung von Genossenschaftsanteilen. Es gibt Hinweise auf soziale Durchmischung und Unterstützung:

1. Gute soziale Durchmischung:
- Es gibt die Möglichkeit, die Genossenschaftsanteile in Raten zu bezahlen, wenn jemand nicht in der Lage ist, den Gesamtbetrag auf einmal zu leisten. Dafür muss ein schriftliches Gesuch mit Steuerveranlagung eingereicht werden. Dies erleichtert auch Menschen mit tieferem Einkommen den Zugang zu einer Wohnung.
- AHV- und IV-Bezüger:innen mit Anspruch auf Ergänzungsleistungen können bei der Wohngemeinde ein Gesuch um Übernahme der Kosten für die Genossenschaftsanteile stellen. Das unterstützt ältere Menschen und Menschen mit geringem Einkommen.

2. Gutes Zusammenleben:
- Im Reglement werden keine expliziten Angaben zu Siedlungskommissionen, Fachpersonen, finanzieller Unterstützung für das Zusammenleben oder zur Bereitstellung von Räumlichkeiten gemacht.
- Die Unterstützung bezieht sich im Dokument vor allem auf die finanzielle Seite (Ratenzahlung, Ergänzungsleistungen).

Weitere Informationen zu sozialer Durchmischung, Zusammenleben oder spezifischen Unterstützungsangeboten sind im vorliegenden Reglement nicht enthalten. Das Reglement konzentriert sich auf die finanziellen Aspekte der Genossenschaftsanteile."
Zurlinden - Statuten,https://www.bgzurlinden.ch/mm/Statuten_BGZ_per_01.06.2025.pdf,Zurlinden,Statuten,PDF,"Laut den Statuten der BGZ Zürich (Stand 01.06.2025):

1. Gute soziale Durchmischung:
- Im Zweckartikel (Art. 2) wird festgehalten, dass die Genossenschaft bezahlbaren Wohnraum für breite Bevölkerungskreise schaffen und erhalten will. Sie fördert insbesondere die soziale Durchmischung und achtet auf eine ausgewogene Zusammensetzung der Mieterschaft bezüglich Alter, Familienstand und Einkommen.
- Die Vermietung (Art. 5) erfolgt nach sozialen und genossenschaftlichen Grundsätzen. Es wird darauf geachtet, dass verschiedene Bevölkerungsgruppen (z.B. Familien, ältere Menschen, Personen mit unterschiedlichem Einkommen) berücksichtigt werden.

2. Gutes Zusammenleben:
- Die Statuten erwähnen, dass die Genossenschaft das Zusammenleben und die Mitwirkung der Mitglieder fördert (Art. 2).
- Es gibt keine explizite Erwähnung von Siedlungskommissionen oder ausgebildeten Fachpersonen in den Statuten.
- Die Genossenschaft kann Mittel für gemeinschaftsfördernde Zwecke einsetzen (Art. 2 und Art. 42 zu Fonds und Reserven).
- Die Unterstützung der Mitglieder und die Förderung des gemeinschaftlichen Lebens sind als Ziel festgehalten, konkrete Umsetzungsinstrumente (wie Kommissionen, Fachpersonen oder explizite Räume) werden in den Statuten aber nicht detailliert geregelt.

Weitere Informationen zu spezifischen Massnahmen oder Angeboten könnten in Reglementen oder auf der Website der Genossenschaft zu finden sein, sind aber in den Statuten nicht detailliert aufgeführt."
Wiedikon - Statuten,https://admin.bgwiedikon.ch/assets/uploads/2013_Statuten.pdf,Wiedikon,Statuten,PDF,"Die Genossenschaft Baugenossenschaft Wiedikon verpflichtet sich laut Statuten ausdrücklich zur Förderung einer breiten sozialen Durchmischung der Bewohnerschaft (§2, Abs. 2d). Sie beachtet soziale Grundsätze und die Entwicklung des Quartiers. Die Vermietung erfolgt zu Selbstkostenpreisen, was auch Menschen mit unterschiedlichen Einkommen den Zugang erleichtert. Die Statuten erwähnen die Förderung gemeinsamer Aktivitäten in den Siedlungen (§2, Abs. 2f), was das Zusammenleben unterstützt.

Ein Vermietungsreglement, das von der Generalversammlung genehmigt werden muss, regelt die Grundsätze der Vermietung (§3, Abs. 5). Die Mitgliedschaft steht grundsätzlich allen natürlichen und juristischen Personen offen (§4), wobei der Vorstand über die Aufnahme entscheidet.

Zu spezifischen Instrumenten wie Siedlungskommissionen, Fachpersonen, speziellen Räumlichkeiten oder expliziten finanziellen Mitteln für das Zusammenleben finden sich in den Statuten keine detaillierten Angaben. Die Förderung gemeinsamer Aktivitäten und die Beteiligung der Mitglieder an Entscheidungen werden jedoch als Ziel genannt. Die Statuten sehen vor, dass die Generalversammlung und der Vorstand zentrale Rollen spielen, aber es werden keine expliziten Fachstellen oder Kommissionen für das soziale Zusammenleben erwähnt.

Zusammengefasst: Die Genossenschaft fördert soziale Durchmischung und das Zusammenleben durch ihre Grundsätze, das Vermietungsreglement und die Förderung gemeinsamer Aktivitäten, ohne jedoch in den Statuten konkrete operative Instrumente wie Siedlungskommissionen oder Fachpersonen zu benennen."
Werdmühle | BGW - Statuten,https://www.bg-werdmuehle.ch/files/Geschaeftsberichte/Statuten_2022.pdf,Werdmühle | BGW,Statuten,PDF,"Die Genossenschaft Baugenossenschaft Werdmühle sorgt laut ihren Statuten für folgende Punkte:

1. Gute soziale Durchmischung:
- Ziel ist es, „preiswerte Wohnungen oder Gewerberäume“ zu schaffen und zu vermieten (Art. 3), was auf eine Durchmischung verschiedener Einkommensschichten abzielt.
- Bei Ersatzneubauten wird explizit erwähnt, dass diese errichtet werden, wenn „eine gute Durchmischung der Mieterschaft nicht mehr erreicht werden kann“ (Art. 3, d).
- Die Vermietung erfolgt nach Vermietungsrichtlinien, die vom Vorstand erlassen werden (Art. 4). Diese Richtlinien können genutzt werden, um soziale Durchmischung, Altersdurchmischung und Platz für verschiedene Lebensformen (Familien, ältere Menschen, junge Erwachsene) zu fördern.
- Es gibt Belegungsvorschriften: Wohnungsgrösse und Zahl der Benutzer sollen in einem angemessenen Verhältnis stehen. Bei Unterbelegung kann ein Wechsel in eine kleinere Wohnung verlangt werden (Art. 4, 6).

2. Gutes Zusammenleben:
- Die Förderung von „genossenschaftlichen Aktivitäten in den Siedlungen“ ist explizit als Zweck genannt (Art. 3, f).
- Die Mitglieder sind verpflichtet, „nach Möglichkeit an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken“ (Art. 14, c).
- Der Vorstand kann die Geschäftsführung oder einzelne Zweige an Ausschüsse, ständige oder Ad-hoc-Kommissionen und/oder eine Geschäftsstelle übertragen (Art. 31). Kommissionsmitglieder müssen nicht Genossenschafter sein.
- Mitglieder von Kommissionen haben Anspruch auf ein massvolles Sitzungsgeld (Art. 23, 3).
- Es gibt Fonds (z.B. Solidaritätsfonds, Erneuerungsfonds), die für verschiedene Zwecke genutzt werden können, was auch finanzielle Unterstützung für gemeinschaftliche Aktivitäten ermöglichen kann (Art. 21).
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber die Möglichkeit, Aufgaben an eine Geschäftsstelle oder Kommissionen zu übertragen, lässt dies offen.
- Die Förderung von Aktivitäten und die Möglichkeit, Kommissionen einzurichten, deuten darauf hin, dass auch Räumlichkeiten für gemeinschaftliche Zwecke zur Verfügung gestellt werden können, auch wenn dies nicht explizit in den Statuten steht.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral.
- Die Tätigkeit ist gemeinnützig und nicht gewinnstrebig.
- Die Genossenschaft kann Mitglied von wohnbaugenossenschaften schweiz sein.

Quelle: Statuten BG Werdmühle, 2022, insbesondere Art. 3, 4, 5, 14, 21, 23, 31."
Waidmatt - Anteilsscheine,https://www.waidmatt.ch/index.php/download_file/view/185/192/,Waidmatt,Anteilsscheine,PDF,"Das verlinkte Dokument konnte nicht gelesen werden, da es ungültig oder nicht zugänglich ist. Bitte stelle das Dokument in einem anderen Format zur Verfügung oder prüfe, ob der Link korrekt ist. Alternativ kann ich Informationen zur Genossenschaft Waidmatt auf ihrer Website recherchieren, falls das hilfreich ist."
Waidmatt - Statuten,https://www.waidmatt.ch/index.php/download_file/view/1295/192/,Waidmatt,Statuten,PDF,"Das Dokument konnte nicht geladen werden, daher kann ich keine spezifischen Aussagen aus den Statuten der Genossenschaft Waidmatt machen. Es sind keine Informationen zu sozialer Durchmischung oder zum Zusammenleben aus dem bereitgestellten Link ersichtlich. Bitte stelle das Dokument in einem anderen Format zur Verfügung oder gib den Text direkt ein."
Gewo Züri Ost - Statuten,https://www.gewo.ch/view/data/9936/2025-05-08%20Statuten_signed.pdf,Gewo Züri Ost,Statuten,PDF,"Die Genossenschaft Gewo Züri Ost sorgt laut ihren Statuten für folgende Aspekte:

1. Gute soziale Durchmischung:
- Die Genossenschaft ist bestrebt, Wohnraum für alle Bevölkerungskreise anzubieten und berücksichtigt nach Möglichkeit Personen, Familien, Gruppen mit besonderen Bedürfnissen und Wohnen im Alter (Art. 2 Abs. 2). Es wird explizit auf Familien, Menschen mit besonderen Bedürfnissen und ältere Menschen eingegangen.
- Die Statuten nennen keine expliziten Quoten für verschiedene Einkommensgruppen, aber es wird preisgünstiger Wohnraum für alle Bevölkerungskreise angestrebt.
- Die Architektur soll hohe Nutzungsflexibilität bieten und barrierefrei sein, was verschiedenen Lebenssituationen (Familien, ältere Menschen, junge Erwachsene) entgegenkommt (Art. 5).
- Die Wohnungsgrösse und Zahl der Benutzenden müssen in einem angemessenen Verhältnis stehen (Art. 4 Abs. 7).

2. Gutes Zusammenleben:
- Die Genossenschaft fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und gegenseitiger Solidarität. Es werden selbstverwaltete und gemeinschaftliche Wohnformen angestrebt (Art. 2 Abs. 4).
- Es gibt einen Siedlungsrat als Vertretung der Bewohner:innen, der als Interessenorganisation und Anlaufstelle für siedlungsübergreifende Anliegen dient (Art. 34–36).
- Die Hausgemeinschaften organisieren sich selbst, erhalten finanzielle Beiträge und können eigene Statuten und Reglemente haben (Art. 37).
- Es gibt einen Solidaritätsfonds, der individuelle Hilfen für Mieter:innen ermöglicht (Art. 19).
- Die Genossenschaft fördert gemeinschaftsfördernde Architektur und stellt Räume für gemeinschaftliche Aktivitäten zur Verfügung (Art. 3f).
- Der Vorstand kann Kommissionen und Arbeitsgruppen einsetzen, auch mit externen Fachpersonen (Art. 32 Abs. 3).
- Die Mitglieder sind verpflichtet, an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 12c).
- Die Entschädigung der Organe und Kommissionen ist geregelt, was auf professionelle Unterstützung und Ressourcen hindeutet (Art. 24).

Weitere Informationen:
- Die Genossenschaft unterhält verschiedene Fonds (Solidaritätsfonds, Erneuerungsfonds, Reservefonds), die auch für soziale Zwecke und das Zusammenleben eingesetzt werden können.
- Die Hausgemeinschaften und der Siedlungsrat sind zentrale Elemente für die Mitbestimmung und das soziale Miteinander in den Siedlungen.

Quelle: Statuten der Wohnbaugenossenschaft Gewo Züri Ost, Fassung vom 08. Mai 2025."
Vrenelisgärtli - Statuten,https://vrenelisgaertli.ch/assets/statuten_juni-2025.pdf,Vrenelisgärtli,Statuten,PDF,"Die Statuten der Baugenossenschaft Vrenelisgärtli enthalten folgende relevante Bestimmungen:

1. Gute soziale Durchmischung:
- Die Genossenschaft bezweckt, „in gemeinsamer Selbsthilfe und Mitverantwortung ihren Mitgliedern dauerhaft zeitgemässen, gut unterhaltenen und preisgünstigen Wohnraum zu verschaffen und zu erhalten“ (Art. 2). Die Vermietungsgrundsätze und die Vermietungspolitik werden in einem separaten Reglement geregelt, das von der Generalversammlung genehmigt wird (Art. 8). Dort wird auch die Organisation der Vermietung, die Pflicht zum Wohnungswechsel und der Begriff der Unterbelegung geregelt. Es wird explizit darauf geachtet, dass Wohnraum und Zahl der Benutzer:innen in einem angemessenen Verhältnis stehen. Die Statuten selbst machen keine expliziten Vorgaben zu Altersgruppen, Einkommensschichten oder Familien, aber die Ausgestaltung der Durchmischung wird dem Vermietungsreglement und dem Vorstand überlassen.
- Die Mietzinse werden nach dem Grundsatz der reinen Kostenmiete berechnet (Art. 11), was grundsätzlich auch Menschen mit tieferem Einkommen den Zugang erleichtert.

2. Gutes Zusammenleben:
- Die Statuten sehen vor, dass der Vorstand besondere Kommissionen (z.B. Baukommission) einsetzen kann (Art. 32 Abs. 3). Ob es explizit Siedlungskommissionen oder Kommissionen für das Zusammenleben gibt, ist nicht festgelegt, aber möglich.
- Die Entschädigung von Kommissionen ist geregelt (Art. 19), was darauf hindeutet, dass für solche Aufgaben auch finanzielle Mittel zur Verfügung stehen können.
- Es gibt keine explizite Erwähnung von ausgebildeten Fachpersonen für das Zusammenleben oder von spezifischen Unterstützungsleistungen für das soziale Miteinander in den Statuten.
- Die Statuten regeln nicht explizit die Bereitstellung von Gemeinschaftsräumen, aber da die Vermietung von Nebenräumen im Vermietungsreglement geregelt wird (Art. 8), ist es möglich, dass solche Räume zur Verfügung stehen.

Weitere Informationen:
- Es kann ein Solidaritätsfonds gebildet werden, dessen Verwendung in einem separaten Reglement geregelt wird (Art. 12).
- Die Genossenschaft ist nicht gewinnstrebig und handelt nach Möglichkeit ökologisch nachhaltig (Art. 2).

Für Details zur konkreten Umsetzung (z.B. wie die soziale Durchmischung im Alltag sichergestellt wird, ob es Gemeinschaftsräume gibt oder wie das Zusammenleben gefördert wird), müsste das Vermietungsreglement oder weitere interne Reglemente eingesehen werden."
St. Jakob | BGSJ - Anteilsscheine,https://bgsj.ch/wp-content/uploads/2018/03/Statuten-Ratenzahlung-GAK-Reglement-27.4.15.pdf,St. Jakob | BGSJ,Anteilsscheine,PDF,"Das Dokument regelt den Erwerb von Genossenschaftsanteilen mittels Ratenzahlung. Es wird festgehalten, dass Neumieter, die nicht genügend Kapital für alle Anteilscheine haben, ein schriftliches Gesuch auf Ratenzahlung einreichen können. Damit wird Menschen mit geringerem Einkommen der Zugang zu einer Genossenschaftswohnung erleichtert, was zur sozialen Durchmischung beiträgt. Die Verwaltung prüft das Gesuch, und es muss eine aktuelle Steuerrechnung beigelegt werden. So wird sichergestellt, dass auch Personen mit weniger finanziellen Mitteln eine Chance auf eine Wohnung haben.

Weitere spezifische Massnahmen zur Förderung von Familien, älteren Menschen, jungen Erwachsenen oder zur Unterstützung des Zusammenlebens (wie Siedlungskommissionen, Fachpersonen, finanzielle Mittel oder Gemeinschaftsräume) werden im vorliegenden Reglement nicht erwähnt. Das Dokument fokussiert ausschliesslich auf die finanzielle Zugänglichkeit durch Ratenzahlung der Genossenschaftsanteile."
St. Jakob | BGSJ - Anteilsscheine,https://bgsj.ch/wp-content/uploads/2018/03/Statuten-Ratenzahlung-GAK-Reglement-27.4.15.pdf,St. Jakob | BGSJ,Anteilsscheine,PDF,"Das Dokument regelt den Erwerb von Genossenschaftsanteilen mittels Ratenzahlung bei der Baugenossenschaft St. Jakob, Zürich. Es wird festgelegt, dass Neumieter, die nicht genügend Kapital für alle Anteilscheine haben, ein schriftliches Gesuch auf Ratenzahlung einreichen können. Dies soll es auch Menschen mit weniger Kapital ermöglichen, eine Genossenschaftswohnung zu mieten. Damit trägt die Genossenschaft zur sozialen Durchmischung bei, indem sie auch Personen mit tieferem Einkommen Zugang zu Wohnraum verschafft.

Weitere spezifische Regelungen zu sozialer Durchmischung (z.B. Altersstruktur, Familien, junge Erwachsene) oder zum guten Zusammenleben (z.B. Siedlungskommissionen, Unterstützung, Fachpersonen, Gemeinschaftsräume) sind im vorliegenden Dokument nicht enthalten. Das Reglement konzentriert sich auf die finanzielle Erleichterung beim Erwerb der Genossenschaftsanteile."
St. Jakob | BGSJ - Statuten,https://bgsj.ch/wp-content/uploads/2018/03/Statutenaenderung_30416.pdf,St. Jakob | BGSJ,Statuten,PDF,"Die Statuten der Baugenossenschaft St. Jakob enthalten folgende Regelungen, die auf soziale Durchmischung und gutes Zusammenleben abzielen:

1. Soziale Durchmischung:
- Die Statuten regeln, dass die Wohnungsgrösse und die Zahl der Bewohner/innen in einem angemessenen Verhältnis stehen müssen (Zimmerzahl minus 1 = Anzahl Bewohner/innen). Dies fördert, dass Wohnungen passend an Familien, Einzelpersonen, ältere Menschen oder junge Erwachsene vergeben werden.
- Bei Unterbelegung (z.B. wenn ältere Menschen oder Einzelpersonen zu viel Platz haben) müssen Unterbelegungsbeiträge bezahlt werden, und bei starker Unterbelegung ist ein Wohnungswechsel in eine kleinere Wohnung vorgeschrieben. Das schafft Platz für Familien oder andere, die mehr Raum benötigen.
- Bei Überbelegung (z.B. viele Personen in zu kleiner Wohnung) müssen Überbelegungsbeiträge bezahlt werden, und wenn möglich, ist ein Wechsel in eine grössere Wohnung vorgesehen. Das fördert, dass Familien oder grössere Haushalte angemessenen Wohnraum erhalten.

2. Gutes Zusammenleben:
- In den Statuten finden sich keine expliziten Hinweise auf Siedlungskommissionen, finanzielle Mittel für das Zusammenleben, Unterstützung durch die Genossenschaft, ausgebildete Fachpersonen oder die Bereitstellung von Gemeinschaftsräumen.
- Die Statuten regeln hauptsächlich die Vermietung und die Nutzung der Wohnungen, nicht aber spezifische Massnahmen für das soziale Miteinander oder die Förderung des Zusammenlebens.

Weitere Informationen zu sozialen oder gemeinschaftlichen Angeboten sind in diesem Statutenauszug nicht enthalten."
